,,Subject,,,fz098,
12740,2335.951,Exit,3,Wait,Time,
12741,2335.951,List,,TrialType10,    4.000,
12742,2335.951,Entry,4,CueLeft,,
12743,2336.051,Exit,4,CueLeft,Time,
12744,2336.051,Entry,5,DeadLeft,,
12745,2336.151,Exit,5,DeadLeft,Time,
12746,2336.151,Entry,6,WaitForLickLeft,,
12747,2336.397,Input,6,On1B2,,
12748,2336.397,Exit,6,WaitForLickLeft,6,
12749,2336.397,Entry,8,FalseLeft,,
12750,2336.440,Input,38,Off1B2,,
12751,2336.568,Input,6,On1B2,,
12752,2336.639,Input,38,Off1B2,,
12753,2336.813,Input,6,On1B2,,
12754,2336.897,Input,38,Off1B2,,
12755,2340.715,Input,6,On1B2,,
12756,2340.787,Input,38,Off1B2,,
12757,2340.919,Input,6,On1B2,,
12758,2341.000,Input,38,Off1B2,,
12759,2341.398,Exit,8,FalseLeft,Time,
12760,2341.398,Entry,19,TrialEnd,,
12761,2341.398,Reg,3,ActionRate,    0.989,
12762,2341.398,Reg,4,LeftCorrect,    0.713,
12763,2341.398,Reg,5,RightCorrect,    0.956,
12764,2341.399,Exit,19,TrialEnd,Time,
12765,2341.399,Entry,1,Trial,,
12766,2341.399,Reg,1,Trial,  275.000,
12767,2341.400,Exit,1,Trial,Time,
12768,2341.400,Entry,2,ITI,,
12769,2341.400,Reg,6,ITItime, 2770.310,
12770,2343.734,Input,6,On1B2,,
12771,2343.786,Input,38,Off1B2,,
12772,2343.891,Input,6,On1B2,,
12773,2343.962,Input,38,Off1B2,,
12774,2344.171,Exit,2,ITI,Time,
12775,2344.171,Entry,3,Wait,,
12776,2344.671,Exit,3,Wait,Time,
12777,2344.671,List,,TrialType10,    9.000,
12778,2344.671,Entry,9,CueRight,,
12779,2344.771,Exit,9,CueRight,Time,
12780,2344.771,Entry,10,DeadRight,,
12781,2344.871,Exit,10,DeadRight,Time,
12782,2344.871,Entry,11,WaitForLickRight,,
12783,2345.020,Input,6,On1B2,,
12784,2345.020,Exit,11,WaitForLickRight,6,
12785,2345.020,Entry,12,HitRight,,
12786,2345.022,Exit,12,HitRight,Time,
12787,2345.022,Entry,16,WaterOut,,
12788,2345.083,Input,38,Off1B2,,
12789,2345.097,Exit,16,WaterOut,Time,
12790,2345.097,Entry,17,WaterConsumption,,
12791,2345.097,Reg,14,CupUp, 1925.000,
12792,2345.797,Input,6,On1B2,,
12793,2345.838,Input,38,Off1B2,,
12794,2345.932,Input,6,On1B2,,
12795,2345.984,Input,38,Off1B2,,
12796,2346.076,Input,6,On1B2,,
12797,2346.119,Input,38,Off1B2,,
12798,2346.227,Input,5,On1B1,,
12799,2346.278,Input,37,Off1B1,,
12800,2346.501,Input,6,On1B2,,
12801,2346.574,Input,38,Off1B2,,
12802,2346.859,Input,6,On1B2,,
12803,2346.900,Input,38,Off1B2,,
12804,2347.023,Exit,17,WaterConsumption,Time,
12805,2347.023,Entry,19,TrialEnd,,
12806,2347.023,Reg,3,ActionRate,    0.989,
12807,2347.023,Reg,4,LeftCorrect,    0.713,
12808,2347.023,Reg,5,RightCorrect,    0.956,
12809,2347.025,Exit,19,TrialEnd,Time,
12810,2347.025,Entry,1,Trial,,
12811,2347.025,Reg,1,Trial,  276.000,
12812,2347.027,Exit,1,Trial,Time,
12813,2347.027,Entry,2,ITI,,
12814,2347.027,Reg,6,ITItime, 3566.725,
12815,2350.594,Exit,2,ITI,Time,
12816,2350.594,Entry,3,Wait,,
12817,2351.094,Exit,3,Wait,Time,
12818,2351.094,List,,TrialType10,    4.000,
12819,2351.094,Entry,4,CueLeft,,
12820,2351.195,Exit,4,CueLeft,Time,
12821,2351.195,Entry,5,DeadLeft,,
12822,2351.295,Exit,5,DeadLeft,Time,
12823,2351.295,Entry,6,WaitForLickLeft,,
12824,2351.373,Input,6,On1B2,,
12825,2351.373,Exit,6,WaitForLickLeft,6,
12826,2351.373,Entry,8,FalseLeft,,
12827,2351.425,Input,38,Off1B2,,
12828,2351.535,Input,6,On1B2,,
12829,2351.587,Input,38,Off1B2,,
12830,2351.842,Input,5,On1B1,,
12831,2351.895,Input,37,Off1B1,,
12832,2351.994,Input,6,On1B2,,
12833,2352.056,Input,38,Off1B2,,
12834,2352.188,Input,6,On1B2,,
12835,2352.261,Input,38,Off1B2,,
12836,2356.374,Exit,8,FalseLeft,Time,
12837,2356.374,Entry,19,TrialEnd,,
12838,2356.374,Reg,3,ActionRate,    0.989,
12839,2356.374,Reg,4,LeftCorrect,    0.708,
12840,2356.374,Reg,5,RightCorrect,    0.956,
12841,2356.375,Exit,19,TrialEnd,Time,
12842,2356.375,Entry,1,Trial,,
12843,2356.375,Reg,1,Trial,  277.000,
12844,2356.377,Exit,1,Trial,Time,
12845,2356.377,Entry,2,ITI,,
12846,2356.377,Reg,6,ITItime, 2769.125,
12847,2358.498,Input,6,On1B2,,
12848,2358.549,Input,38,Off1B2,,
12849,2358.651,Input,6,On1B2,,
12850,2358.713,Input,38,Off1B2,,
12851,2358.822,Input,6,On1B2,,
12852,2358.905,Input,38,Off1B2,,
12853,2359.147,Exit,2,ITI,Time,
12854,2359.147,Entry,3,Wait,,
12855,2359.647,Exit,3,Wait,Time,
12856,2359.647,List,,TrialType10,    4.000,
12857,2359.647,Entry,4,CueLeft,,
12858,2359.747,Exit,4,CueLeft,Time,
12859,2359.747,Entry,5,DeadLeft,,
12860,2359.848,Exit,5,DeadLeft,Time,
12861,2359.848,Entry,6,WaitForLickLeft,,
12862,2360.223,Input,6,On1B2,,
12863,2360.223,Exit,6,WaitForLickLeft,6,
12864,2360.223,Entry,8,FalseLeft,,
12865,2360.275,Input,38,Off1B2,,
12866,2360.425,Input,6,On1B2,,
12867,2360.487,Input,38,Off1B2,,
12868,2360.694,Input,6,On1B2,,
12869,2360.776,Input,38,Off1B2,,
12870,2365.224,Exit,8,FalseLeft,Time,
12871,2365.224,Entry,19,TrialEnd,,
12872,2365.224,Reg,3,ActionRate,    0.989,
12873,2365.224,Reg,4,LeftCorrect,    0.703,
12874,2365.224,Reg,5,RightCorrect,    0.956,
12875,2365.225,Exit,19,TrialEnd,Time,
12876,2365.225,Entry,1,Trial,,
12877,2365.225,Reg,1,Trial,  278.000,
12878,2365.227,Exit,1,Trial,Time,
12879,2365.227,Entry,2,ITI,,
12880,2365.227,Reg,6,ITItime, 2864.398,
12881,2367.138,Input,6,On1B2,,
12882,2367.200,Input,38,Off1B2,,
12883,2367.328,Input,6,On1B2,,
12884,2367.410,Input,38,Off1B2,,
12885,2367.804,Input,6,On1B2,,
12886,2367.856,Input,38,Off1B2,,
12887,2368.092,Exit,2,ITI,Time,
12888,2368.092,Entry,3,Wait,,
12889,2368.592,Exit,3,Wait,Time,
12890,2368.592,List,,TrialType10,    9.000,
12891,2368.592,Entry,9,CueRight,,
12892,2368.692,Exit,9,CueRight,Time,
12893,2368.692,Entry,10,DeadRight,,
12894,2368.792,Exit,10,DeadRight,Time,
12895,2368.792,Entry,11,WaitForLickRight,,
12896,2369.328,Input,6,On1B2,,
12897,2369.328,Exit,11,WaitForLickRight,6,
12898,2369.328,Entry,12,HitRight,,
12899,2369.329,Exit,12,HitRight,Time,
12900,2369.329,Entry,16,WaterOut,,
12901,2369.390,Input,38,Off1B2,,
12902,2369.404,Exit,16,WaterOut,Time,
12903,2369.404,Entry,17,WaterConsumption,,
12904,2369.404,Reg,14,CupUp, 1925.000,
12905,2369.848,Input,6,On1B2,,
12906,2369.891,Input,38,Off1B2,,
12907,2371.330,Exit,17,WaterConsumption,Time,
12908,2371.330,Entry,19,TrialEnd,,
12909,2371.330,Reg,3,ActionRate,    0.989,
12910,2371.330,Reg,4,LeftCorrect,    0.703,
12911,2371.330,Reg,5,RightCorrect,    0.956,
12912,2371.332,Exit,19,TrialEnd,Time,
12913,2371.332,Entry,1,Trial,,
12914,2371.332,Reg,1,Trial,  279.000,
12915,2371.333,Exit,1,Trial,Time,
12916,2371.333,Entry,2,ITI,,
12917,2371.333,Reg,6,ITItime, 3642.073,
12918,2371.391,Input,5,On1B1,,
12919,2371.443,Input,37,Off1B1,,
12920,2373.514,Input,6,On1B2,,
12921,2373.566,Input,38,Off1B2,,
12922,2374.933,Input,6,On1B2,,
12923,2374.976,Exit,2,ITI,Time,
12924,2374.976,Entry,3,Wait,,
12925,2374.985,Input,38,Off1B2,,
12926,2375.476,Exit,3,Wait,Time,
12927,2375.476,List,,TrialType10,    4.000,
12928,2375.476,Entry,4,CueLeft,,
12929,2375.576,Exit,4,CueLeft,Time,
12930,2375.576,Entry,5,DeadLeft,,
12931,2375.676,Exit,5,DeadLeft,Time,
12932,2375.676,Entry,6,WaitForLickLeft,,
12933,2375.930,Input,6,On1B2,,
12934,2375.930,Exit,6,WaitForLickLeft,6,
12935,2375.930,Entry,8,FalseLeft,,
12936,2376.002,Input,38,Off1B2,,
12937,2376.133,Input,6,On1B2,,
12938,2376.206,Input,38,Off1B2,,
12939,2380.712,Input,6,On1B2,,
12940,2380.754,Input,38,Off1B2,,
12941,2380.838,Input,6,On1B2,,
12942,2380.911,Input,38,Off1B2,,
12943,2380.931,Exit,8,FalseLeft,Time,
12944,2380.931,Entry,19,TrialEnd,,
12945,2380.931,Reg,3,ActionRate,    0.989,
12946,2380.931,Reg,4,LeftCorrect,    0.698,
12947,2380.931,Reg,5,RightCorrect,    0.956,
12948,2380.933,Exit,19,TrialEnd,Time,
12949,2380.933,Entry,1,Trial,,
12950,2380.933,Reg,1,Trial,  280.000,
12951,2380.934,Exit,1,Trial,Time,
12952,2380.934,Entry,2,ITI,,
12953,2380.934,Reg,6,ITItime, 3475.987,
12954,2382.278,Input,6,On1B2,,
12955,2382.349,Input,38,Off1B2,,
12956,2384.411,Exit,2,ITI,Time,
12957,2384.411,Entry,3,Wait,,
12958,2384.911,Exit,3,Wait,Time,
12959,2384.911,List,,TrialType10,    9.000,
12960,2384.911,Entry,9,CueRight,,
12961,2385.011,Exit,9,CueRight,Time,
12962,2385.011,Entry,10,DeadRight,,
12963,2385.111,Exit,10,DeadRight,Time,
12964,2385.111,Entry,11,WaitForLickRight,,
12965,2385.376,Input,6,On1B2,,
12966,2385.376,Exit,11,WaitForLickRight,6,
12967,2385.376,Entry,12,HitRight,,
12968,2385.377,Exit,12,HitRight,Time,
12969,2385.377,Entry,16,WaterOut,,
12970,2385.428,Input,38,Off1B2,,
12971,2385.453,Exit,16,WaterOut,Time,
12972,2385.453,Entry,17,WaterConsumption,,
12973,2385.453,Reg,14,CupUp, 1925.000,
12974,2386.731,Input,6,On1B2,,
12975,2386.783,Input,38,Off1B2,,
12976,2386.882,Input,5,On1B1,,
12977,2386.943,Input,37,Off1B1,,
12978,2387.379,Exit,17,WaterConsumption,Time,
12979,2387.379,Entry,19,TrialEnd,,
12980,2387.379,Reg,3,ActionRate,    0.989,
12981,2387.379,Reg,4,LeftCorrect,    0.698,
12982,2387.379,Reg,5,RightCorrect,    0.957,
12983,2387.380,Exit,19,TrialEnd,Time,
12984,2387.380,Entry,1,Trial,,
12985,2387.380,Reg,1,Trial,  281.000,
12986,2387.382,Exit,1,Trial,Time,
12987,2387.382,Entry,2,ITI,,
12988,2387.382,Reg,6,ITItime, 2842.330,
12989,2390.225,Exit,2,ITI,Time,
12990,2390.225,Entry,3,Wait,,
12991,2390.630,Input,6,On1B2,,
12992,2390.630,Exit,3,Wait,6,
12993,2390.630,Entry,18,Punish,,
12994,2390.692,Input,38,Off1B2,,
12995,2391.630,Exit,18,Punish,Time,
12996,2391.630,Entry,3,Wait,,
12997,2392.130,Exit,3,Wait,Time,
12998,2392.130,List,,TrialType10,    4.000,
12999,2392.130,Entry,4,CueLeft,,
13000,2392.230,Exit,4,CueLeft,Time,
13001,2392.230,Entry,5,DeadLeft,,
13002,2392.330,Exit,5,DeadLeft,Time,
13003,2392.330,Entry,6,WaitForLickLeft,,
13004,2392.709,Input,6,On1B2,,
13005,2392.709,Exit,6,WaitForLickLeft,6,
13006,2392.709,Entry,8,FalseLeft,,
13007,2392.772,Input,38,Off1B2,,
13008,2392.909,Input,6,On1B2,,
13009,2392.981,Input,38,Off1B2,,
13010,2393.441,Input,6,On1B2,,
13011,2393.503,Input,38,Off1B2,,
13012,2396.681,Input,6,On1B2,,
13013,2396.732,Input,38,Off1B2,,
13014,2396.859,Input,6,On1B2,,
13015,2396.922,Input,38,Off1B2,,
13016,2397.710,Exit,8,FalseLeft,Time,
13017,2397.710,Entry,19,TrialEnd,,
13018,2397.710,Reg,3,ActionRate,    0.989,
13019,2397.710,Reg,4,LeftCorrect,    0.693,
13020,2397.710,Reg,5,RightCorrect,    0.957,
13021,2397.712,Exit,19,TrialEnd,Time,
13022,2397.712,Entry,1,Trial,,
13023,2397.712,Reg,1,Trial,  282.000,
13024,2397.713,Exit,1,Trial,Time,
13025,2397.713,Entry,2,ITI,,
13026,2397.713,Reg,6,ITItime, 2899.426,
13027,2399.626,Input,6,On1B2,,
13028,2399.669,Input,38,Off1B2,,
13029,2399.761,Input,6,On1B2,,
13030,2399.833,Input,38,Off1B2,,
13031,2400.613,Exit,2,ITI,Time,
13032,2400.613,Entry,3,Wait,,
13033,2401.113,Exit,3,Wait,Time,
13034,2401.113,List,,TrialType10,    9.000,
13035,2401.113,Entry,9,CueRight,,
13036,2401.213,Exit,9,CueRight,Time,
13037,2401.213,Entry,10,DeadRight,,
13038,2401.313,Exit,10,DeadRight,Time,
13039,2401.313,Entry,11,WaitForLickRight,,
13040,2401.536,Input,6,On1B2,,
13041,2401.536,Exit,11,WaitForLickRight,6,
13042,2401.536,Entry,12,HitRight,,
13043,2401.538,Exit,12,HitRight,Time,
13044,2401.538,Entry,16,WaterOut,,
13045,2401.588,Input,38,Off1B2,,
13046,2401.614,Exit,16,WaterOut,Time,
13047,2401.614,Entry,17,WaterConsumption,,
13048,2401.614,Reg,14,CupUp, 1925.000,
13049,2403.338,Input,6,On1B2,,
13050,2403.379,Input,38,Off1B2,,
13051,2403.540,Exit,17,WaterConsumption,Time,
13052,2403.540,Entry,19,TrialEnd,,
13053,2403.540,Reg,3,ActionRate,    0.989,
13054,2403.540,Reg,4,LeftCorrect,    0.693,
13055,2403.540,Reg,5,RightCorrect,    0.957,
13056,2403.542,Exit,19,TrialEnd,Time,
13057,2403.542,Entry,1,Trial,,
13058,2403.542,Reg,1,Trial,  283.000,
13059,2403.543,Exit,1,Trial,Time,
13060,2403.543,Entry,2,ITI,,
13061,2403.543,Reg,6,ITItime, 3307.969,
13062,2406.851,Exit,2,ITI,Time,
13063,2406.851,Entry,3,Wait,,
13064,2407.351,Exit,3,Wait,Time,
13065,2407.351,List,,TrialType10,    9.000,
13066,2407.351,Entry,9,CueRight,,
13067,2407.451,Exit,9,CueRight,Time,
13068,2407.451,Entry,10,DeadRight,,
13069,2407.552,Exit,10,DeadRight,Time,
13070,2407.552,Entry,11,WaitForLickRight,,
13071,2407.724,Input,6,On1B2,,
13072,2407.724,Exit,11,WaitForLickRight,6,
13073,2407.724,Entry,12,HitRight,,
13074,2407.725,Exit,12,HitRight,Time,
13075,2407.725,Entry,16,WaterOut,,
13076,2407.785,Input,38,Off1B2,,
13077,2407.801,Exit,16,WaterOut,Time,
13078,2407.801,Entry,17,WaterConsumption,,
13079,2407.801,Reg,14,CupUp, 1925.000,
13080,2409.077,Input,6,On1B2,,
13081,2409.118,Input,38,Off1B2,,
13082,2409.727,Exit,17,WaterConsumption,Time,
13083,2409.727,Entry,19,TrialEnd,,
13084,2409.727,Reg,3,ActionRate,    0.989,
13085,2409.727,Reg,4,LeftCorrect,    0.693,
13086,2409.727,Reg,5,RightCorrect,    0.957,
13087,2409.728,Exit,19,TrialEnd,Time,
13088,2409.728,Entry,1,Trial,,
13089,2409.728,Reg,1,Trial,  284.000,
13090,2409.730,Exit,1,Trial,Time,
13091,2409.730,Entry,2,ITI,,
13092,2409.730,Reg,6,ITItime, 2182.164,
13093,2411.913,Exit,2,ITI,Time,
13094,2411.913,Entry,3,Wait,,
13095,2412.413,Exit,3,Wait,Time,
13096,2412.413,List,,TrialType10,    9.000,
13097,2412.413,Entry,9,CueRight,,
13098,2412.514,Exit,9,CueRight,Time,
13099,2412.514,Entry,10,DeadRight,,
13100,2412.614,Exit,10,DeadRight,Time,
13101,2412.614,Entry,11,WaitForLickRight,,
13102,2412.765,Input,6,On1B2,,
13103,2412.765,Exit,11,WaitForLickRight,6,
13104,2412.765,Entry,12,HitRight,,
13105,2412.767,Exit,12,HitRight,Time,
13106,2412.767,Entry,16,WaterOut,,
13107,2412.818,Input,38,Off1B2,,
13108,2412.843,Exit,16,WaterOut,Time,
13109,2412.843,Entry,17,WaterConsumption,,
13110,2412.843,Reg,14,CupUp, 1925.000,
13111,2413.085,Input,6,On1B2,,
13112,2413.146,Input,38,Off1B2,,
13113,2414.146,Input,5,On1B1,,
13114,2414.197,Input,37,Off1B1,,
13115,2414.635,Input,6,On1B2,,
13116,2414.708,Input,38,Off1B2,,
13117,2414.769,Exit,17,WaterConsumption,Time,
13118,2414.769,Entry,19,TrialEnd,,
13119,2414.769,Reg,3,ActionRate,    0.989,
13120,2414.769,Reg,4,LeftCorrect,    0.693,
13121,2414.769,Reg,5,RightCorrect,    0.957,
13122,2414.771,Exit,19,TrialEnd,Time,
13123,2414.771,Entry,1,Trial,,
13124,2414.771,Reg,1,Trial,  285.000,
13125,2414.772,Exit,1,Trial,Time,
13126,2414.772,Entry,2,ITI,,
13127,2414.772,Reg,6,ITItime, 3906.696,
13128,2417.048,Input,6,On1B2,,
13129,2417.101,Input,38,Off1B2,,
13130,2417.205,Input,6,On1B2,,
13131,2417.267,Input,38,Off1B2,,
13132,2417.365,Input,6,On1B2,,
13133,2417.449,Input,38,Off1B2,,
13134,2418.510,Input,6,On1B2,,
13135,2418.572,Input,38,Off1B2,,
13136,2418.679,Exit,2,ITI,Time,
13137,2418.679,Entry,3,Wait,,
13138,2418.709,Input,6,On1B2,,
13139,2418.709,Exit,3,Wait,6,
13140,2418.709,Entry,18,Punish,,
13141,2418.771,Input,38,Off1B2,,
13142,2419.709,Exit,18,Punish,Time,
13143,2419.709,Entry,3,Wait,,
13144,2420.022,Input,6,On1B2,,
13145,2420.022,Exit,3,Wait,6,
13146,2420.022,Entry,18,Punish,,
13147,2420.083,Input,38,Off1B2,,
13148,2421.022,Exit,18,Punish,Time,
13149,2421.022,Entry,3,Wait,,
13150,2421.522,Exit,3,Wait,Time,
13151,2421.522,List,,TrialType10,    4.000,
13152,2421.522,Entry,4,CueLeft,,
13153,2421.623,Exit,4,CueLeft,Time,
13154,2421.623,Entry,5,DeadLeft,,
13155,2421.723,Exit,5,DeadLeft,Time,
13156,2421.723,Entry,6,WaitForLickLeft,,
13157,2422.044,Input,6,On1B2,,
13158,2422.044,Exit,6,WaitForLickLeft,6,
13159,2422.044,Entry,8,FalseLeft,,
13160,2422.106,Input,38,Off1B2,,
13161,2422.295,Input,6,On1B2,,
13162,2422.367,Input,38,Off1B2,,
13163,2422.503,Input,6,On1B2,,
13164,2422.575,Input,38,Off1B2,,
13165,2426.496,Input,6,On1B2,,
13166,2426.557,Input,38,Off1B2,,
13167,2426.639,Input,6,On1B2,,
13168,2426.711,Input,38,Off1B2,,
13169,2426.857,Input,6,On1B2,,
13170,2426.919,Input,38,Off1B2,,
13171,2427.045,Exit,8,FalseLeft,Time,
13172,2427.045,Entry,19,TrialEnd,,
13173,2427.045,Reg,3,ActionRate,    0.989,
13174,2427.045,Reg,4,LeftCorrect,    0.688,
13175,2427.045,Reg,5,RightCorrect,    0.957,
13176,2427.047,Exit,19,TrialEnd,Time,
13177,2427.047,Entry,1,Trial,,
13178,2427.047,Reg,1,Trial,  286.000,
13179,2427.048,Exit,1,Trial,Time,
13180,2427.048,Entry,2,ITI,,
13181,2427.048,Reg,6,ITItime, 3651.898,
13182,2428.315,Input,6,On1B2,,
13183,2428.366,Input,38,Off1B2,,
13184,2428.446,Input,6,On1B2,,
13185,2428.508,Input,38,Off1B2,,
13186,2428.650,Input,6,On1B2,,
13187,2428.722,Input,38,Off1B2,,
13188,2430.700,Exit,2,ITI,Time,
13189,2430.700,Entry,3,Wait,,
13190,2431.200,Exit,3,Wait,Time,
13191,2431.200,List,,TrialType10,    4.000,
13192,2431.200,Entry,4,CueLeft,,
13193,2431.300,Exit,4,CueLeft,Time,
13194,2431.300,Entry,5,DeadLeft,,
13195,2431.400,Exit,5,DeadLeft,Time,
13196,2431.400,Entry,6,WaitForLickLeft,,
13197,2431.733,Input,6,On1B2,,
13198,2431.733,Exit,6,WaitForLickLeft,6,
13199,2431.733,Entry,8,FalseLeft,,
13200,2431.803,Input,38,Off1B2,,
13201,2432.065,Input,6,On1B2,,
13202,2432.126,Input,38,Off1B2,,
13203,2432.691,Input,6,On1B2,,
13204,2432.753,Input,38,Off1B2,,
13205,2432.888,Input,6,On1B2,,
13206,2432.959,Input,38,Off1B2,,
13207,2436.730,Input,6,On1B2,,
13208,2436.734,Exit,8,FalseLeft,Time,
13209,2436.734,Entry,19,TrialEnd,,
13210,2436.734,Reg,3,ActionRate,    0.990,
13211,2436.734,Reg,4,LeftCorrect,    0.683,
13212,2436.734,Reg,5,RightCorrect,    0.957,
13213,2436.735,Exit,19,TrialEnd,Time,
13214,2436.735,Entry,1,Trial,,
13215,2436.735,Reg,1,Trial,  287.000,
13216,2436.737,Exit,1,Trial,Time,
13217,2436.737,Entry,2,ITI,,
13218,2436.737,Reg,6,ITItime, 3669.999,
13219,2436.792,Input,38,Off1B2,,
13220,2436.914,Input,6,On1B2,,
13221,2436.987,Input,38,Off1B2,,
13222,2440.407,Exit,2,ITI,Time,
13223,2440.407,Entry,3,Wait,,
13224,2440.908,Exit,3,Wait,Time,
13225,2440.908,List,,TrialType10,    9.000,
13226,2440.908,Entry,9,CueRight,,
13227,2441.008,Exit,9,CueRight,Time,
13228,2441.008,Entry,10,DeadRight,,
13229,2441.108,Exit,10,DeadRight,Time,
13230,2441.108,Entry,11,WaitForLickRight,,
13231,2441.239,Input,6,On1B2,,
13232,2441.239,Exit,11,WaitForLickRight,6,
13233,2441.239,Entry,12,HitRight,,
13234,2441.240,Exit,12,HitRight,Time,
13235,2441.240,Entry,16,WaterOut,,
13236,2441.290,Input,38,Off1B2,,
13237,2441.315,Exit,16,WaterOut,Time,
13238,2441.315,Entry,17,WaterConsumption,,
13239,2441.315,Reg,14,CupUp, 1925.000,
13240,2442.176,Input,6,On1B2,,
13241,2442.218,Input,38,Off1B2,,
13242,2442.520,Input,6,On1B2,,
13243,2442.562,Input,38,Off1B2,,
13244,2442.900,Input,6,On1B2,,
13245,2442.941,Input,38,Off1B2,,
13246,2443.242,Exit,17,WaterConsumption,Time,
13247,2443.242,Entry,19,TrialEnd,,
13248,2443.242,Reg,3,ActionRate,    0.990,
13249,2443.242,Reg,4,LeftCorrect,    0.683,
13250,2443.242,Reg,5,RightCorrect,    0.958,
13251,2443.243,Exit,19,TrialEnd,Time,
13252,2443.243,Entry,1,Trial,,
13253,2443.243,Reg,1,Trial,  288.000,
13254,2443.245,Exit,1,Trial,Time,
13255,2443.245,Entry,2,ITI,,
13256,2443.245,Reg,6,ITItime, 2520.117,
13257,2445.766,Exit,2,ITI,Time,
13258,2445.766,Entry,3,Wait,,
13259,2446.266,Exit,3,Wait,Time,
13260,2446.266,List,,TrialType10,    4.000,
13261,2446.266,Entry,4,CueLeft,,
13262,2446.366,Exit,4,CueLeft,Time,
13263,2446.366,Entry,5,DeadLeft,,
13264,2446.466,Exit,5,DeadLeft,Time,
13265,2446.466,Entry,6,WaitForLickLeft,,
13266,2446.528,Input,6,On1B2,,
13267,2446.528,Exit,6,WaitForLickLeft,6,
13268,2446.528,Entry,8,FalseLeft,,
13269,2446.581,Input,38,Off1B2,,
13270,2446.814,Input,6,On1B2,,
13271,2446.877,Input,38,Off1B2,,
13272,2451.530,Exit,8,FalseLeft,Time,
13273,2451.530,Entry,19,TrialEnd,,
13274,2451.530,Reg,3,ActionRate,    0.990,
13275,2451.530,Reg,4,LeftCorrect,    0.678,
13276,2451.530,Reg,5,RightCorrect,    0.958,
13277,2451.531,Exit,19,TrialEnd,Time,
13278,2451.531,Entry,1,Trial,,
13279,2451.531,Reg,1,Trial,  289.000,
13280,2451.533,Exit,1,Trial,Time,
13281,2451.533,Entry,2,ITI,,
13282,2451.533,Reg,6,ITItime, 2846.366,
13283,2452.554,Input,6,On1B2,,
13284,2452.625,Input,38,Off1B2,,
13285,2452.971,Input,6,On1B2,,
13286,2453.032,Input,38,Off1B2,,
13287,2454.109,Input,6,On1B2,,
13288,2454.172,Input,38,Off1B2,,
13289,2454.266,Input,6,On1B2,,
13290,2454.348,Input,38,Off1B2,,
13291,2454.380,Exit,2,ITI,Time,
13292,2454.380,Entry,3,Wait,,
13293,2454.881,Exit,3,Wait,Time,
13294,2454.881,List,,TrialType10,    4.000,
13295,2454.881,Entry,4,CueLeft,,
13296,2454.981,Exit,4,CueLeft,Time,
13297,2454.981,Entry,5,DeadLeft,,
13298,2455.081,Exit,5,DeadLeft,Time,
13299,2455.081,Entry,6,WaitForLickLeft,,
13300,2455.452,Input,5,On1B1,,
13301,2455.452,Exit,6,WaitForLickLeft,5,
13302,2455.452,Entry,7,HitLeft,,
13303,2455.454,Exit,7,HitLeft,Time,
13304,2455.454,Entry,16,WaterOut,,
13305,2455.514,Input,37,Off1B1,,
13306,2455.529,Exit,16,WaterOut,Time,
13307,2455.529,Entry,17,WaterConsumption,,
13308,2455.529,Reg,14,CupUp, 1925.000,
13309,2457.455,Exit,17,WaterConsumption,Time,
13310,2457.455,Entry,19,TrialEnd,,
13311,2457.455,Reg,3,ActionRate,    0.990,
13312,2457.455,Reg,4,LeftCorrect,    0.681,
13313,2457.455,Reg,5,RightCorrect,    0.958,
13314,2457.457,Exit,19,TrialEnd,Time,
13315,2457.457,Entry,1,Trial,,
13316,2457.457,Reg,1,Trial,  290.000,
13317,2457.458,Exit,1,Trial,Time,
13318,2457.458,Entry,2,ITI,,
13319,2457.458,Reg,6,ITItime, 3102.599,
13320,2460.561,Exit,2,ITI,Time,
13321,2460.561,Entry,3,Wait,,
13322,2460.947,Input,6,On1B2,,
13323,2460.947,Exit,3,Wait,6,
13324,2460.947,Entry,18,Punish,,
13325,2461.010,Input,38,Off1B2,,
13326,2461.947,Exit,18,Punish,Time,
13327,2461.947,Entry,3,Wait,,
13328,2462.447,Exit,3,Wait,Time,
13329,2462.447,List,,TrialType10,    9.000,
13330,2462.447,Entry,9,CueRight,,
13331,2462.547,Exit,9,CueRight,Time,
13332,2462.547,Entry,10,DeadRight,,
13333,2462.647,Exit,10,DeadRight,Time,
13334,2462.647,Entry,11,WaitForLickRight,,
13335,2462.674,Input,6,On1B2,,
13336,2462.674,Exit,11,WaitForLickRight,6,
13337,2462.674,Entry,12,HitRight,,
13338,2462.676,Exit,12,HitRight,Time,
13339,2462.676,Entry,16,WaterOut,,
13340,2462.736,Input,38,Off1B2,,
13341,2462.752,Exit,16,WaterOut,Time,
13342,2462.752,Entry,17,WaterConsumption,,
13343,2462.752,Reg,14,CupUp, 1925.000,
13344,2463.682,Input,6,On1B2,,
13345,2463.724,Input,38,Off1B2,,
13346,2464.678,Exit,17,WaterConsumption,Time,
13347,2464.678,Entry,19,TrialEnd,,
13348,2464.678,Reg,3,ActionRate,    0.990,
13349,2464.678,Reg,4,LeftCorrect,    0.681,
