,,Subject,,,fz098,
691,101.541,Entry,18,Punish,,
692,101.623,Input,38,Off1B2,,
693,102.541,Exit,18,Punish,Time,
694,102.541,Entry,3,Wait,,
695,102.775,Input,6,On1B2,,
696,102.775,Exit,3,Wait,6,
697,102.775,Entry,18,Punish,,
698,102.847,Input,38,Off1B2,,
699,103.408,Input,6,On1B2,,
700,103.492,Input,38,Off1B2,,
701,103.775,Exit,18,Punish,Time,
702,103.775,Entry,3,Wait,,
703,103.959,Input,6,On1B2,,
704,103.959,Exit,3,Wait,6,
705,103.959,Entry,18,Punish,,
706,104.040,Input,38,Off1B2,,
707,104.482,Input,6,On1B2,,
708,104.594,Input,38,Off1B2,,
709,104.959,Exit,18,Punish,Time,
710,104.959,Entry,3,Wait,,
711,105.460,Exit,3,Wait,Time,
712,105.460,List,,TrialType10,    4.000,
713,105.460,Entry,4,CueLeft,,
714,105.560,Exit,4,CueLeft,Time,
715,105.560,Entry,5,DeadLeft,,
716,105.660,Exit,5,DeadLeft,Time,
717,105.660,Entry,6,WaitForLickLeft,,
718,106.154,Input,5,On1B1,,
719,106.154,Exit,6,WaitForLickLeft,5,
720,106.154,Entry,7,HitLeft,,
721,106.156,Exit,7,HitLeft,Time,
722,106.156,Entry,16,WaterOut,,
723,106.207,Input,37,Off1B1,,
724,106.231,Exit,16,WaterOut,Time,
725,106.231,Entry,17,WaterConsumption,,
726,106.231,Reg,14,CupUp, 1925.000,
727,107.357,Input,6,On1B2,,
728,107.410,Input,38,Off1B2,,
729,108.158,Exit,17,WaterConsumption,Time,
730,108.158,Entry,19,TrialEnd,,
731,108.158,Reg,3,ActionRate,    1.000,
732,108.158,Reg,4,LeftCorrect,    1.000,
733,108.158,Reg,5,RightCorrect,    0.833,
734,108.159,Exit,19,TrialEnd,Time,
735,108.159,Entry,1,Trial,,
736,108.159,Reg,1,Trial,   13.000,
737,108.161,Exit,1,Trial,Time,
738,108.161,Entry,2,ITI,,
739,108.161,Reg,6,ITItime, 2039.127,
740,110.201,Exit,2,ITI,Time,
741,110.201,Entry,3,Wait,,
742,110.450,Input,6,On1B2,,
743,110.450,Exit,3,Wait,6,
744,110.450,Entry,18,Punish,,
745,110.502,Input,38,Off1B2,,
746,110.724,Input,6,On1B2,,
747,110.787,Input,38,Off1B2,,
748,110.881,Input,5,On1B1,,
749,110.933,Input,37,Off1B1,,
750,111.010,Input,6,On1B2,,
751,111.072,Input,38,Off1B2,,
752,111.171,Input,6,On1B2,,
753,111.232,Input,38,Off1B2,,
754,111.450,Exit,18,Punish,Time,
755,111.450,Entry,3,Wait,,
756,111.552,Input,6,On1B2,,
757,111.552,Exit,3,Wait,6,
758,111.552,Entry,18,Punish,,
759,111.615,Input,38,Off1B2,,
760,112.082,Input,6,On1B2,,
761,112.154,Input,38,Off1B2,,
762,112.552,Exit,18,Punish,Time,
763,112.552,Entry,3,Wait,,
764,112.564,Input,6,On1B2,,
765,112.564,Exit,3,Wait,6,
766,112.564,Entry,18,Punish,,
767,112.646,Input,38,Off1B2,,
768,112.757,Input,6,On1B2,,
769,112.841,Input,38,Off1B2,,
770,113.526,Input,6,On1B2,,
771,113.565,Exit,18,Punish,Time,
772,113.565,Entry,3,Wait,,
773,113.597,Input,38,Off1B2,,
774,114.013,Input,6,On1B2,,
775,114.013,Exit,3,Wait,6,
776,114.013,Entry,18,Punish,,
777,114.095,Input,38,Off1B2,,
778,114.653,Input,6,On1B2,,
779,114.735,Input,38,Off1B2,,
780,114.806,Input,6,On1B2,,
781,114.888,Input,38,Off1B2,,
782,115.014,Exit,18,Punish,Time,
783,115.014,Entry,3,Wait,,
784,115.514,Exit,3,Wait,Time,
785,115.514,List,,TrialType10,    4.000,
786,115.514,Entry,4,CueLeft,,
787,115.614,Exit,4,CueLeft,Time,
788,115.614,Entry,5,DeadLeft,,
789,115.714,Exit,5,DeadLeft,Time,
790,115.714,Entry,6,WaitForLickLeft,,
791,117.383,Input,5,On1B1,,
792,117.383,Exit,6,WaitForLickLeft,5,
793,117.383,Entry,7,HitLeft,,
794,117.385,Exit,7,HitLeft,Time,
795,117.385,Entry,16,WaterOut,,
796,117.445,Input,37,Off1B1,,
797,117.460,Exit,16,WaterOut,Time,
798,117.460,Entry,17,WaterConsumption,,
799,117.460,Reg,14,CupUp, 1925.000,
800,118.017,Input,6,On1B2,,
801,118.069,Input,38,Off1B2,,
802,118.970,Input,6,On1B2,,
803,119.031,Input,38,Off1B2,,
804,119.130,Input,5,On1B1,,
805,119.183,Input,37,Off1B1,,
806,119.387,Exit,17,WaterConsumption,Time,
807,119.387,Entry,19,TrialEnd,,
808,119.387,Reg,3,ActionRate,    1.000,
809,119.387,Reg,4,LeftCorrect,    1.000,
810,119.387,Reg,5,RightCorrect,    0.833,
811,119.388,Exit,19,TrialEnd,Time,
812,119.388,Entry,1,Trial,,
813,119.388,Reg,1,Trial,   14.000,
814,119.390,Exit,1,Trial,Time,
815,119.390,Entry,2,ITI,,
816,119.390,Reg,6,ITItime, 2150.480,
817,121.541,Exit,2,ITI,Time,
818,121.541,Entry,3,Wait,,
819,121.629,Input,6,On1B2,,
820,121.629,Exit,3,Wait,6,
821,121.629,Entry,18,Punish,,
822,121.672,Input,38,Off1B2,,
823,121.768,Input,6,On1B2,,
824,121.820,Input,38,Off1B2,,
825,122.231,Input,6,On1B2,,
826,122.303,Input,38,Off1B2,,
827,122.460,Input,6,On1B2,,
828,122.523,Input,38,Off1B2,,
829,122.629,Exit,18,Punish,Time,
830,122.629,Entry,3,Wait,,
831,122.778,Input,6,On1B2,,
832,122.778,Exit,3,Wait,6,
833,122.778,Entry,18,Punish,,
834,122.850,Input,38,Off1B2,,
835,123.042,Input,6,On1B2,,
836,123.125,Input,38,Off1B2,,
837,123.419,Input,6,On1B2,,
838,123.511,Input,38,Off1B2,,
839,123.778,Exit,18,Punish,Time,
840,123.778,Entry,3,Wait,,
841,124.073,Input,6,On1B2,,
842,124.073,Exit,3,Wait,6,
843,124.073,Entry,18,Punish,,
844,124.155,Input,38,Off1B2,,
845,124.501,Input,6,On1B2,,
846,124.595,Input,38,Off1B2,,
847,124.671,Input,6,On1B2,,
848,124.753,Input,38,Off1B2,,
849,125.074,Exit,18,Punish,Time,
850,125.074,Entry,3,Wait,,
851,125.170,Input,6,On1B2,,
852,125.170,Exit,3,Wait,6,
853,125.170,Entry,18,Punish,,
854,125.261,Input,38,Off1B2,,
855,126.170,Exit,18,Punish,Time,
856,126.170,Entry,3,Wait,,
857,126.519,Input,6,On1B2,,
858,126.519,Exit,3,Wait,6,
859,126.519,Entry,18,Punish,,
860,126.620,Input,38,Off1B2,,
861,127.050,Input,6,On1B2,,
862,127.123,Input,38,Off1B2,,
863,127.519,Exit,18,Punish,Time,
864,127.519,Entry,3,Wait,,
865,128.017,Input,6,On1B2,,
866,128.017,Exit,3,Wait,6,
867,128.017,Entry,18,Punish,,
868,128.109,Input,38,Off1B2,,
869,129.017,Exit,18,Punish,Time,
870,129.017,Entry,3,Wait,,
871,129.161,Input,6,On1B2,,
872,129.161,Exit,3,Wait,6,
873,129.161,Entry,18,Punish,,
874,129.243,Input,38,Off1B2,,
875,129.793,Input,6,On1B2,,
876,129.885,Input,38,Off1B2,,
877,130.161,Exit,18,Punish,Time,
878,130.161,Entry,3,Wait,,
879,130.661,Exit,3,Wait,Time,
880,130.661,List,,TrialType10,    9.000,
881,130.661,Entry,9,CueRight,,
882,130.761,Exit,9,CueRight,Time,
883,130.761,Entry,10,DeadRight,,
884,130.861,Exit,10,DeadRight,Time,
885,130.861,Entry,11,WaitForLickRight,,
886,130.864,Input,6,On1B2,,
887,130.864,Exit,11,WaitForLickRight,6,
888,130.864,Entry,12,HitRight,,
889,130.865,Exit,12,HitRight,Time,
890,130.865,Entry,16,WaterOut,,
891,130.940,Exit,16,WaterOut,Time,
892,130.940,Entry,17,WaterConsumption,,
893,130.940,Reg,14,CupUp, 1925.000,
894,130.946,Input,38,Off1B2,,
895,132.866,Exit,17,WaterConsumption,Time,
896,132.866,Entry,19,TrialEnd,,
897,132.866,Reg,3,ActionRate,    1.000,
898,132.866,Reg,4,LeftCorrect,    1.000,
899,132.866,Reg,5,RightCorrect,    0.857,
900,132.868,Exit,19,TrialEnd,Time,
901,132.868,Entry,1,Trial,,
902,132.868,Reg,1,Trial,   15.000,
903,132.869,Exit,1,Trial,Time,
904,132.869,Entry,2,ITI,,
905,132.869,Reg,6,ITItime, 3934.670,
906,135.943,Input,6,On1B2,,
907,135.986,Input,38,Off1B2,,
908,136.804,Exit,2,ITI,Time,
909,136.804,Entry,3,Wait,,
910,136.814,Input,6,On1B2,,
911,136.814,Exit,3,Wait,6,
912,136.814,Entry,18,Punish,,
913,136.866,Input,38,Off1B2,,
914,137.493,Input,6,On1B2,,
915,137.566,Input,38,Off1B2,,
916,137.814,Exit,18,Punish,Time,
917,137.814,Entry,3,Wait,,
918,138.139,Input,6,On1B2,,
919,138.139,Exit,3,Wait,6,
920,138.139,Entry,18,Punish,,
921,138.220,Input,38,Off1B2,,
922,139.083,Input,6,On1B2,,
923,139.139,Exit,18,Punish,Time,
924,139.139,Entry,3,Wait,,
925,139.144,Input,38,Off1B2,,
926,139.639,Exit,3,Wait,Time,
927,139.639,List,,TrialType10,    9.000,
928,139.639,Entry,9,CueRight,,
929,139.739,Exit,9,CueRight,Time,
930,139.739,Entry,10,DeadRight,,
931,139.839,Exit,10,DeadRight,Time,
932,139.839,Entry,11,WaitForLickRight,,
933,139.867,Input,6,On1B2,,
934,139.867,Exit,11,WaitForLickRight,6,
935,139.867,Entry,12,HitRight,,
936,139.868,Exit,12,HitRight,Time,
937,139.868,Entry,16,WaterOut,,
938,139.928,Input,38,Off1B2,,
939,139.943,Exit,16,WaterOut,Time,
940,139.943,Entry,17,WaterConsumption,,
941,139.943,Reg,14,CupUp, 1925.000,
942,141.869,Exit,17,WaterConsumption,Time,
943,141.869,Entry,19,TrialEnd,,
944,141.869,Reg,3,ActionRate,    1.000,
945,141.869,Reg,4,LeftCorrect,    1.000,
946,141.869,Reg,5,RightCorrect,    0.875,
947,141.870,Exit,19,TrialEnd,Time,
948,141.870,Entry,1,Trial,,
949,141.870,Reg,1,Trial,   16.000,
950,141.872,Exit,1,Trial,Time,
951,141.872,Entry,2,ITI,,
952,141.872,Reg,6,ITItime, 2525.012,
953,144.144,Input,6,On1B2,,
954,144.208,Input,38,Off1B2,,
955,144.398,Exit,2,ITI,Time,
956,144.398,Entry,3,Wait,,
957,144.898,Exit,3,Wait,Time,
958,144.898,List,,TrialType10,    4.000,
959,144.898,Entry,4,CueLeft,,
960,144.998,Exit,4,CueLeft,Time,
961,144.998,Entry,5,DeadLeft,,
962,145.098,Exit,5,DeadLeft,Time,
963,145.098,Entry,6,WaitForLickLeft,,
964,145.663,Input,5,On1B1,,
965,145.663,Exit,6,WaitForLickLeft,5,
966,145.663,Entry,7,HitLeft,,
967,145.664,Exit,7,HitLeft,Time,
968,145.664,Entry,16,WaterOut,,
969,145.726,Input,37,Off1B1,,
970,145.739,Exit,16,WaterOut,Time,
971,145.739,Entry,17,WaterConsumption,,
972,145.739,Reg,14,CupUp, 1925.000,
973,147.665,Exit,17,WaterConsumption,Time,
974,147.665,Entry,19,TrialEnd,,
975,147.665,Reg,3,ActionRate,    1.000,
976,147.665,Reg,4,LeftCorrect,    1.000,
977,147.665,Reg,5,RightCorrect,    0.875,
978,147.667,Exit,19,TrialEnd,Time,
979,147.667,Entry,1,Trial,,
980,147.667,Reg,1,Trial,   17.000,
981,147.668,Exit,1,Trial,Time,
982,147.668,Entry,2,ITI,,
983,147.668,Reg,6,ITItime, 3246.830,
984,149.952,Input,6,On1B2,,
985,150.023,Input,38,Off1B2,,
986,150.779,Input,6,On1B2,,
987,150.841,Input,38,Off1B2,,
988,150.915,Exit,2,ITI,Time,
989,150.915,Entry,3,Wait,,
990,151.255,Input,6,On1B2,,
991,151.255,Exit,3,Wait,6,
992,151.255,Entry,18,Punish,,
993,151.327,Input,38,Off1B2,,
994,151.417,Input,6,On1B2,,
995,151.488,Input,38,Off1B2,,
996,152.256,Exit,18,Punish,Time,
997,152.256,Entry,3,Wait,,
998,152.312,Input,6,On1B2,,
999,152.312,Exit,3,Wait,6,
1000,152.312,Entry,18,Punish,,
1001,152.384,Input,38,Off1B2,,
1002,153.039,Input,6,On1B2,,
1003,153.110,Input,38,Off1B2,,
1004,153.312,Exit,18,Punish,Time,
1005,153.312,Entry,3,Wait,,
1006,153.350,Input,6,On1B2,,
1007,153.350,Exit,3,Wait,6,
1008,153.350,Entry,18,Punish,,
1009,153.431,Input,38,Off1B2,,
1010,154.343,Input,6,On1B2,,
1011,154.350,Exit,18,Punish,Time,
1012,154.350,Entry,3,Wait,,
1013,154.416,Input,38,Off1B2,,
1014,154.850,Exit,3,Wait,Time,
1015,154.850,List,,TrialType10,    4.000,
1016,154.850,Entry,4,CueLeft,,
1017,154.950,Exit,4,CueLeft,Time,
1018,154.950,Entry,5,DeadLeft,,
1019,155.050,Exit,5,DeadLeft,Time,
1020,155.050,Entry,6,WaitForLickLeft,,
1021,155.701,Input,5,On1B1,,
1022,155.701,Exit,6,WaitForLickLeft,5,
1023,155.701,Entry,7,HitLeft,,
1024,155.702,Exit,7,HitLeft,Time,
1025,155.702,Entry,16,WaterOut,,
1026,155.762,Input,37,Off1B1,,
1027,155.777,Exit,16,WaterOut,Time,
1028,155.777,Entry,17,WaterConsumption,,
1029,155.777,Reg,14,CupUp, 1925.000,
1030,155.900,Input,5,On1B1,,
1031,155.973,Input,37,Off1B1,,
1032,156.069,Input,5,On1B1,,
1033,156.132,Input,37,Off1B1,,
1034,156.841,Input,5,On1B1,,
1035,156.902,Input,37,Off1B1,,
1036,156.972,Input,6,On1B2,,
1037,157.014,Input,38,Off1B2,,
1038,157.308,Input,6,On1B2,,
1039,157.371,Input,38,Off1B2,,
1040,157.703,Exit,17,WaterConsumption,Time,
1041,157.703,Entry,19,TrialEnd,,
1042,157.703,Reg,3,ActionRate,    1.000,
1043,157.703,Reg,4,LeftCorrect,    1.000,
1044,157.703,Reg,5,RightCorrect,    0.875,
1045,157.705,Exit,19,TrialEnd,Time,
1046,157.705,Entry,1,Trial,,
1047,157.705,Reg,1,Trial,   18.000,
1048,157.706,Exit,1,Trial,Time,
1049,157.706,Entry,2,ITI,,
1050,157.706,Reg,6,ITItime, 2632.949,
1051,160.055,Input,6,On1B2,,
1052,160.096,Input,38,Off1B2,,
1053,160.170,Input,6,On1B2,,
1054,160.231,Input,38,Off1B2,,
1055,160.339,Exit,2,ITI,Time,
1056,160.339,Entry,3,Wait,,
1057,160.428,Input,6,On1B2,,
1058,160.428,Exit,3,Wait,6,
1059,160.428,Entry,18,Punish,,
1060,160.471,Input,38,Off1B2,,
1061,160.790,Input,6,On1B2,,
1062,160.872,Input,38,Off1B2,,
1063,161.076,Input,6,On1B2,,
1064,161.149,Input,38,Off1B2,,
1065,161.428,Exit,18,Punish,Time,
1066,161.428,Entry,3,Wait,,
1067,161.816,Input,6,On1B2,,
1068,161.816,Exit,3,Wait,6,
1069,161.816,Entry,18,Punish,,
1070,161.888,Input,38,Off1B2,,
1071,161.977,Input,6,On1B2,,
1072,162.038,Input,38,Off1B2,,
1073,162.816,Exit,18,Punish,Time,
1074,162.816,Entry,3,Wait,,
1075,163.007,Input,6,On1B2,,
1076,163.007,Exit,3,Wait,6,
1077,163.007,Entry,18,Punish,,
1078,163.080,Input,38,Off1B2,,
1079,163.800,Input,6,On1B2,,
1080,163.851,Input,38,Off1B2,,
1081,164.007,Exit,18,Punish,Time,
1082,164.007,Entry,3,Wait,,
1083,164.187,Input,6,On1B2,,
1084,164.187,Exit,3,Wait,6,
1085,164.187,Entry,18,Punish,,
1086,164.289,Input,38,Off1B2,,
1087,165.188,Exit,18,Punish,Time,
1088,165.188,Entry,3,Wait,,
1089,165.408,Input,6,On1B2,,
1090,165.408,Exit,3,Wait,6,
1091,165.408,Entry,18,Punish,,
1092,165.489,Input,38,Off1B2,,
1093,165.761,Input,5,On1B1,,
1094,165.813,Input,37,Off1B1,,
1095,165.919,Input,6,On1B2,,
1096,166.001,Input,38,Off1B2,,
1097,166.408,Exit,18,Punish,Time,
1098,166.408,Entry,3,Wait,,
1099,166.909,Exit,3,Wait,Time,
1100,166.909,List,,TrialType10,    4.000,
1101,166.909,Entry,4,CueLeft,,
1102,167.009,Exit,4,CueLeft,Time,
1103,167.009,Entry,5,DeadLeft,,
1104,167.109,Exit,5,DeadLeft,Time,
1105,167.109,Entry,6,WaitForLickLeft,,
1106,167.635,Input,5,On1B1,,
1107,167.635,Exit,6,WaitForLickLeft,5,
1108,167.635,Entry,7,HitLeft,,
1109,167.636,Exit,7,HitLeft,Time,
1110,167.636,Entry,16,WaterOut,,
1111,167.708,Input,37,Off1B1,,
1112,167.711,Exit,16,WaterOut,Time,
1113,167.711,Entry,17,WaterConsumption,,
1114,167.711,Reg,14,CupUp, 1925.000,
1115,169.637,Exit,17,WaterConsumption,Time,
1116,169.637,Entry,19,TrialEnd,,
1117,169.637,Reg,3,ActionRate,    1.000,
1118,169.637,Reg,4,LeftCorrect,    1.000,
1119,169.637,Reg,5,RightCorrect,    0.875,
1120,169.638,Exit,19,TrialEnd,Time,
1121,169.638,Entry,1,Trial,,
1122,169.638,Reg,1,Trial,   19.000,
1123,169.640,Exit,1,Trial,Time,
1124,169.640,Entry,2,ITI,,
1125,169.640,Reg,6,ITItime, 2895.242,
1126,172.536,Exit,2,ITI,Time,
1127,172.536,Entry,3,Wait,,
1128,173.036,Exit,3,Wait,Time,
1129,173.036,List,,TrialType10,    9.000,
1130,173.036,Entry,9,CueRight,,
1131,173.136,Exit,9,CueRight,Time,
1132,173.136,Entry,10,DeadRight,,
1133,173.237,Exit,10,DeadRight,Time,
1134,173.237,Entry,11,WaitForLickRight,,
1135,173.252,Input,6,On1B2,,
1136,173.252,Exit,11,WaitForLickRight,6,
1137,173.252,Entry,12,HitRight,,
1138,173.253,Exit,12,HitRight,Time,
1139,173.253,Entry,16,WaterOut,,
1140,173.303,Input,38,Off1B2,,
1141,173.328,Exit,16,WaterOut,Time,
1142,173.328,Entry,17,WaterConsumption,,
1143,173.328,Reg,14,CupUp, 1925.000,
1144,173.455,Input,5,On1B1,,
1145,173.506,Input,37,Off1B1,,
1146,173.749,Input,6,On1B2,,
1147,173.811,Input,38,Off1B2,,
1148,173.898,Input,6,On1B2,,
1149,173.949,Input,38,Off1B2,,
1150,174.343,Input,6,On1B2,,
1151,174.405,Input,38,Off1B2,,
1152,174.611,Input,6,On1B2,,
1153,174.665,Input,38,Off1B2,,
1154,175.255,Exit,17,WaterConsumption,Time,
1155,175.255,Entry,19,TrialEnd,,
1156,175.255,Reg,3,ActionRate,    1.000,
1157,175.255,Reg,4,LeftCorrect,    1.000,
1158,175.255,Reg,5,RightCorrect,    0.889,
1159,175.256,Exit,19,TrialEnd,Time,
1160,175.256,Entry,1,Trial,,
1161,175.256,Reg,1,Trial,   20.000,
1162,175.258,Exit,1,Trial,Time,
1163,175.258,Entry,2,ITI,,
1164,175.258,Reg,6,ITItime, 3219.904,
1165,177.736,Input,6,On1B2,,
1166,177.788,Input,38,Off1B2,,
1167,177.967,Input,6,On1B2,,
1168,178.028,Input,38,Off1B2,,
1169,178.455,Input,6,On1B2,,
1170,178.478,Exit,2,ITI,Time,
1171,178.478,Entry,3,Wait,,
1172,178.516,Input,38,Off1B2,,
1173,178.791,Input,6,On1B2,,
1174,178.791,Exit,3,Wait,6,
1175,178.791,Entry,18,Punish,,
1176,178.864,Input,38,Off1B2,,
1177,179.663,Input,6,On1B2,,
1178,179.725,Input,38,Off1B2,,
1179,179.791,Exit,18,Punish,Time,
1180,179.791,Entry,3,Wait,,
1181,179.914,Input,6,On1B2,,
1182,179.914,Exit,3,Wait,6,
1183,179.914,Entry,18,Punish,,
1184,179.975,Input,38,Off1B2,,
1185,180.802,Input,6,On1B2,,
1186,180.873,Input,38,Off1B2,,
1187,180.914,Exit,18,Punish,Time,
1188,180.914,Entry,3,Wait,,
1189,181.031,Input,6,On1B2,,
1190,181.031,Exit,3,Wait,6,
1191,181.031,Entry,18,Punish,,
1192,181.083,Input,38,Off1B2,,
1193,181.480,Input,6,On1B2,,
1194,181.583,Input,38,Off1B2,,
1195,182.031,Exit,18,Punish,Time,
1196,182.031,Entry,3,Wait,,
1197,182.531,Exit,3,Wait,Time,
1198,182.531,List,,TrialType10,    9.000,
1199,182.531,Entry,9,CueRight,,
1200,182.631,Exit,9,CueRight,Time,
1201,182.631,Entry,10,DeadRight,,
1202,182.732,Exit,10,DeadRight,Time,
1203,182.732,Entry,11,WaitForLickRight,,
1204,182.734,Input,6,On1B2,,
1205,182.734,Exit,11,WaitForLickRight,6,
1206,182.734,Entry,12,HitRight,,
1207,182.736,Exit,12,HitRight,Time,
1208,182.736,Entry,16,WaterOut,,
1209,182.807,Input,38,Off1B2,,
1210,182.812,Exit,16,WaterOut,Time,
1211,182.812,Entry,17,WaterConsumption,,
1212,182.812,Reg,14,CupUp, 1925.000,
1213,183.112,Input,6,On1B2,,
1214,183.194,Input,38,Off1B2,,
1215,184.738,Exit,17,WaterConsumption,Time,
1216,184.738,Entry,19,TrialEnd,,
1217,184.738,Reg,3,ActionRate,    1.000,
1218,184.738,Reg,4,LeftCorrect,    1.000,
1219,184.738,Reg,5,RightCorrect,    0.900,
1220,184.739,Exit,19,TrialEnd,Time,
1221,184.739,Entry,1,Trial,,
1222,184.739,Reg,1,Trial,   21.000,
1223,184.740,Exit,1,Trial,Time,
1224,184.740,Entry,2,ITI,,
1225,184.740,Reg,6,ITItime, 2062.068,
1226,186.804,Exit,2,ITI,Time,
1227,186.804,Entry,3,Wait,,
1228,187.304,Exit,3,Wait,Time,
1229,187.304,List,,TrialType10,    9.000,
1230,187.304,Entry,9,CueRight,,
1231,187.404,Exit,9,CueRight,Time,
1232,187.404,Entry,10,DeadRight,,
1233,187.504,Exit,10,DeadRight,Time,
1234,187.504,Entry,11,WaitForLickRight,,
1235,187.736,Input,6,On1B2,,
1236,187.736,Exit,11,WaitForLickRight,6,
1237,187.736,Entry,12,HitRight,,
1238,187.738,Exit,12,HitRight,Time,
1239,187.738,Entry,16,WaterOut,,
1240,187.798,Input,38,Off1B2,,
1241,187.813,Exit,16,WaterOut,Time,
1242,187.813,Entry,17,WaterConsumption,,
1243,187.813,Reg,14,CupUp, 1925.000,
1244,188.048,Input,6,On1B2,,
1245,188.130,Input,38,Off1B2,,
1246,188.205,Input,6,On1B2,,
1247,188.257,Input,38,Off1B2,,
1248,188.355,Input,6,On1B2,,
1249,188.446,Input,38,Off1B2,,
1250,188.727,Input,6,On1B2,,
1251,188.779,Input,38,Off1B2,,
1252,189.739,Exit,17,WaterConsumption,Time,
1253,189.739,Entry,19,TrialEnd,,
1254,189.739,Reg,3,ActionRate,    1.000,
1255,189.739,Reg,4,LeftCorrect,    1.000,
1256,189.739,Reg,5,RightCorrect,    0.909,
1257,189.740,Exit,19,TrialEnd,Time,
1258,189.740,Entry,1,Trial,,
1259,189.740,Reg,1,Trial,   22.000,
1260,189.742,Exit,1,Trial,Time,
1261,189.742,Entry,2,ITI,,
1262,189.742,Reg,6,ITItime, 3898.793,
1263,189.817,Input,6,On1B2,,
1264,189.860,Input,38,Off1B2,,
1265,191.954,Input,6,On1B2,,
1266,192.006,Input,38,Off1B2,,
1267,192.172,Input,6,On1B2,,
1268,192.234,Input,38,Off1B2,,
1269,193.016,Input,6,On1B2,,
1270,193.087,Input,38,Off1B2,,
1271,193.185,Input,6,On1B2,,
1272,193.257,Input,38,Off1B2,,
1273,193.641,Exit,2,ITI,Time,
1274,193.641,Entry,3,Wait,,
1275,193.978,Input,6,On1B2,,
1276,193.978,Exit,3,Wait,6,
1277,193.978,Entry,18,Punish,,
1278,194.041,Input,38,Off1B2,,
1279,194.166,Input,6,On1B2,,
1280,194.239,Input,38,Off1B2,,
1281,194.978,Exit,18,Punish,Time,
1282,194.978,Entry,3,Wait,,
1283,195.478,Exit,3,Wait,Time,
1284,195.478,List,,TrialType10,    4.000,
1285,195.478,Entry,4,CueLeft,,
1286,195.579,Exit,4,CueLeft,Time,
1287,195.579,Entry,5,DeadLeft,,
1288,195.679,Exit,5,DeadLeft,Time,
1289,195.679,Entry,6,WaitForLickLeft,,
1290,195.914,Input,5,On1B1,,
1291,195.914,Exit,6,WaitForLickLeft,5,
1292,195.914,Entry,7,HitLeft,,
1293,195.915,Exit,7,HitLeft,Time,
1294,195.915,Entry,16,WaterOut,,
1295,195.965,Input,37,Off1B1,,
1296,195.990,Exit,16,WaterOut,Time,
1297,195.990,Entry,17,WaterConsumption,,
1298,195.990,Reg,14,CupUp, 1925.000,
1299,196.527,Input,6,On1B2,,
1300,196.599,Input,38,Off1B2,,
1301,197.244,Input,6,On1B2,,
1302,197.307,Input,38,Off1B2,,
1303,197.916,Exit,17,WaterConsumption,Time,
1304,197.916,Entry,19,TrialEnd,,
1305,197.916,Reg,3,ActionRate,    1.000,
1306,197.916,Reg,4,LeftCorrect,    1.000,
1307,197.916,Reg,5,RightCorrect,    0.909,
1308,197.917,Exit,19,TrialEnd,Time,
1309,197.917,Entry,1,Trial,,
1310,197.917,Reg,1,Trial,   23.000,
1311,197.919,Exit,1,Trial,Time,
1312,197.919,Entry,2,ITI,,
1313,197.919,Reg,6,ITItime, 3095.357,
1314,200.857,Input,6,On1B2,,
1315,200.889,Input,38,Off1B2,,
1316,201.016,Exit,2,ITI,Time,
1317,201.016,Entry,3,Wait,,
1318,201.032,Input,6,On1B2,,
1319,201.032,Exit,3,Wait,6,
1320,201.032,Entry,18,Punish,,
1321,201.094,Input,38,Off1B2,,
1322,202.013,Input,6,On1B2,,
1323,202.032,Exit,18,Punish,Time,
1324,202.032,Entry,3,Wait,,
1325,202.077,Input,38,Off1B2,,
1326,202.161,Input,6,On1B2,,
1327,202.161,Exit,3,Wait,6,
1328,202.161,Entry,18,Punish,,
1329,202.232,Input,38,Off1B2,,
1330,202.620,Input,6,On1B2,,
1331,202.704,Input,38,Off1B2,,
1332,203.161,Exit,18,Punish,Time,
1333,203.161,Entry,3,Wait,,
1334,203.335,Input,6,On1B2,,
1335,203.335,Exit,3,Wait,6,
1336,203.335,Entry,18,Punish,,
1337,203.407,Input,38,Off1B2,,
1338,203.652,Input,6,On1B2,,
1339,203.723,Input,38,Off1B2,,
1340,204.191,Input,6,On1B2,,
1341,204.273,Input,38,Off1B2,,
1342,204.335,Exit,18,Punish,Time,
1343,204.335,Entry,3,Wait,,
1344,204.593,Input,6,On1B2,,
1345,204.593,Exit,3,Wait,6,
1346,204.593,Entry,18,Punish,,
1347,204.675,Input,38,Off1B2,,
1348,205.314,Input,6,On1B2,,
1349,205.397,Input,38,Off1B2,,
1350,205.474,Input,6,On1B2,,
1351,205.555,Input,38,Off1B2,,
1352,205.594,Exit,18,Punish,Time,
1353,205.594,Entry,3,Wait,,
1354,206.094,Exit,3,Wait,Time,
1355,206.094,List,,TrialType10,    9.000,
1356,206.094,Entry,9,CueRight,,
1357,206.195,Exit,9,CueRight,Time,
1358,206.195,Entry,10,DeadRight,,
1359,206.295,Exit,10,DeadRight,Time,
1360,206.295,Entry,11,WaitForLickRight,,
1361,206.507,Input,6,On1B2,,
1362,206.507,Exit,11,WaitForLickRight,6,
1363,206.507,Entry,12,HitRight,,
1364,206.508,Exit,12,HitRight,Time,
1365,206.508,Entry,16,WaterOut,,
1366,206.583,Exit,16,WaterOut,Time,
1367,206.583,Entry,17,WaterConsumption,,
1368,206.583,Reg,14,CupUp, 1925.000,
1369,206.601,Input,38,Off1B2,,
1370,206.740,Input,6,On1B2,,
1371,206.781,Input,38,Off1B2,,
